gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Label
stas,142.256272,0.705894195,3.010687994,0.234462753,0.814625746,0.950004014,
CG1103,518.0398022,-0.366036637,1.569229402,-0.233258844,0.815560415,0.950085201,
CG7966,481.2509196,0.149794015,0.641122351,0.233643414,0.815261821,0.950085201,
bcn92,546.6028883,0.162241001,0.693840772,0.233830308,0.815116719,0.950085201,
Pits,108.6409709,-0.430260982,1.843448184,-0.233400096,0.815450739,0.950085201,
jet,38.80417708,-0.754256091,3.23467227,-0.23317852,0.815622785,0.950085201,
CG9775,376.6990403,0.423950998,1.831496015,0.23147798,0.81694349,0.950226363,
Prat,773.6244379,0.393592703,1.693609649,0.232398713,0.816228348,0.950226363,
CG14966,165.0248478,0.406155552,1.755250183,0.231394679,0.817008199,0.950226363,
sina,354.3347685,0.245482629,1.054704367,0.232750178,0.815955403,0.950226363,
sub,212.0466066,0.425057405,1.836851593,0.231405415,0.816999859,0.950226363,
ctp,2597.77242,0.112162489,0.484379525,0.231559105,0.816880474,0.950226363,
CG10188,41.07581801,-0.862997537,3.729238119,-0.2314139,0.816993268,0.950226363,
FDY,5.549403451,-0.429195251,1.850187178,-0.231973963,0.816558237,0.950226363,
CG1316,1505.28916,0.287209545,1.243777934,0.230917061,0.817379236,0.950358266,
PIG-G,249.5030241,-0.658780863,2.856336868,-0.230638364,0.817595761,0.950358266,
Faf2,1317.044849,-0.258416356,1.120374719,-0.23065172,0.817585384,0.950358266,
mld,188.4939548,-0.519190323,2.253851864,-0.230356898,0.817814451,0.950428739,
Jheh1,821.3740778,-0.188152596,0.818810067,-0.22978784,0.818256634,0.950758868,
stwl,109.4861307,0.418118648,1.827926714,0.228739284,0.81907156,0.951521887,
mRpL39,1335.698379,0.125450104,0.549497707,0.228299596,0.819413339,0.951551256,
Pex11,266.8282695,0.404820932,1.773125637,0.228309221,0.819405857,0.951551256,
CG7564,993.1987912,-0.361810867,1.588985115,-0.227699343,0.819879983,0.951725548,
CG14341,233.0576403,0.321638595,1.411861274,0.227811755,0.819792588,0.951725548,
CG2656,560.2049315,-0.171942416,0.759978931,-0.226246293,0.821009867,0.951803602,
CG8132,679.3565677,-0.342183884,1.506284466,-0.227170825,0.820290913,0.951803602,
RpL4,4087.275503,-0.143145508,0.63286096,-0.226187926,0.821055261,0.951803602,
Ube3a,157.6128359,0.515832219,2.274608143,0.226778498,0.820595984,0.951803602,
trc,322.3528442,0.602585311,2.652704911,0.227158818,0.820300249,0.951803602,
CG13319,175.0343015,0.331463591,1.464037136,0.226403814,0.820887362,0.951803602,
CG10962,93.73732259,-0.45926428,2.025577641,-0.226732499,0.820631755,0.951803602,
Cad99C,257.6680182,-0.198110499,0.878871448,-0.22541465,0.821656716,0.952133712,
Nup44A,409.3309413,-0.403817664,1.790449279,-0.225539851,0.821559327,0.952133712,
eIF3j,2266.680276,0.325351829,1.447982374,0.224693225,0.822217936,0.952600471,
Klp68D,83.6057601,-0.663742422,2.967703294,-0.22365525,0.823025569,0.953352485,
CG33116,480.8948703,0.509708065,2.284856905,0.223080957,0.823472499,0.953686467,
Yif1,1518.877231,-0.337212471,1.520673036,-0.221752121,0.824506853,0.954159149,
hng3,236.4493647,-0.379850828,1.709772272,-0.222164574,0.824185771,0.954159149,
CG9967,27.97316094,0.631003295,2.842477974,0.221990566,0.824321227,0.954159149,
Ank,486.9824747,0.335402919,1.512587434,0.221741178,0.824515373,0.954159149,
ND-42,2285.364575,-0.071691539,0.327017998,-0.219228116,0.826472355,0.95515245,
miple2,676.963854,-0.324892576,1.47483627,-0.220290606,0.825644836,0.95515245,
CG7394,609.5227279,-0.092561119,0.421044598,-0.219836853,0.825998217,0.95515245,
CG11529,500.7176979,-0.353033045,1.610109331,-0.219260294,0.82644729,0.95515245,
endos,1205.707523,0.279011915,1.270553756,0.21959867,0.826183727,0.95515245,
EndoB,1155.3486,0.323751469,1.47689392,0.219211051,0.826485647,0.95515245,
dob,91.79424541,0.585591613,2.663082418,0.219892411,0.825954947,0.95515245,
PIP4K,945.076422,-0.213520047,0.974990382,-0.218997081,0.826652322,0.955161493,
CG6094,373.5065752,0.146739562,0.672266557,0.218275862,0.827214181,0.955627064,
CG17931,118.125421,-0.315512084,1.448825858,-0.217770881,0.827607633,0.955714365,
CG3587,370.9158773,-0.401004036,1.840144778,-0.217919829,0.827491577,0.955714365,
Mlf,1675.105182,-0.157193375,0.723559418,-0.217250126,0.828013422,0.955910762,
Rbcn-3A,267.3162804,0.509051021,2.34508941,0.21707105,0.828152975,0.955910762,
THG,256.1024907,-0.388431995,1.790499205,-0.216940613,0.828254627,0.955910762,
CG7785,355.1237683,0.330043923,1.539528299,0.2143799,0.830250815,0.956378956,
Ice2,132.3323998,-0.610580501,2.828466392,-0.21586981,0.829089231,0.956378956,
CG10214,375.1597942,-0.168250998,0.782146993,-0.215114294,0.82967821,0.956378956,
enc,46.56973477,0.675025032,3.136017221,0.215249147,0.829573075,0.956378956,
CycA,527.7284341,-0.41962798,1.956287816,-0.214502169,0.830155475,0.956378956,
CG2765,110.8198324,0.394680972,1.837636393,0.214776423,0.829941635,0.956378956,
CG2841,116.9354247,-0.49118001,2.274840753,-0.215918415,0.829051343,0.956378956,
Ku80,252.407757,-0.571031131,2.66332793,-0.214405115,0.830231153,0.956378956,
mEFTs,953.5325547,-0.401061947,1.859657512,-0.215664414,0.829249342,0.956378956,
Taf13,376.5917418,0.093453355,0.434920305,0.214874666,0.829865037,0.956378956,
ZnT86D,1393.897536,0.330744629,1.546936933,0.213806149,0.830698229,0.956576968,
MetRS,151.105549,0.751857885,3.529625143,0.213013523,0.831316415,0.956576968,
dwg,197.6649868,0.554504358,2.600679862,0.213215154,0.831159149,0.956576968,
rdgA,140.1317766,0.342949042,1.605359844,0.21362752,0.830837537,0.956576968,
Lsm12a,497.8216033,-0.355923895,1.671210244,-0.21297374,0.831347446,0.956576968,
4E-T,485.6936607,-0.331133394,1.555087306,-0.212935565,0.831377222,0.956576968,
MED6,553.502468,0.329731806,1.557188546,0.211748158,0.832303515,0.95664655,
CG14881,82.5452546,0.603984893,2.851324498,0.21182608,0.832242721,0.95664655,
RhoGAP68F,190.2416947,-0.42598141,2.007249555,-0.21222145,0.831934273,0.95664655,
CG7650,147.7628136,-0.493253169,2.321501745,-0.212471591,0.831739139,0.95664655,
CG3645,155.324383,0.746369735,3.526693944,0.211634394,0.832392275,0.95664655,
CG11723,93.63814258,-0.778043889,3.670872259,-0.211950685,0.832145508,0.95664655,
CG10898,1041.096444,0.304891543,1.459232854,0.20893961,0.834495382,0.957166278,
CG12224,129.883658,0.563741339,2.689467244,0.209610785,0.833971462,0.957166278,
Mf,113.8731822,0.489442393,2.330439475,0.2100215,0.833650893,0.957166278,
Ino80,74.9863578,-0.57628414,2.764189975,-0.208482103,0.834852555,0.957166278,
CG6195,1713.636489,0.192591741,0.920230013,0.209286524,0.834224571,0.957166278,
CG7009,137.8599716,-0.420338906,2.013615328,-0.208748364,0.834644682,0.957166278,
Gbp3,27.95470809,0.783483856,3.73234844,0.209917126,0.833732356,0.957166278,
CG6066,91.96723314,-0.409743756,1.966107249,-0.208403563,0.834913874,0.957166278,
CG14990,3.135267241,0.793940936,3.790490848,0.20945597,0.834092304,0.957166278,
CG13300,115.2597788,0.394994336,1.88514573,0.209529868,0.834034621,0.957166278,
mRpS34,345.8195572,0.167530729,0.795279789,0.210656339,0.833155446,0.957166278,
Not11,611.5886508,0.329069626,1.566135343,0.210115701,0.833577371,0.957166278,
squ,89.45649228,0.468879706,2.249557183,0.208432002,0.834891671,0.957166278,
eff,7900.976671,-0.10778552,0.518667213,-0.207812481,0.835375387,0.957330323,
CG6749,8.367449822,0.71233194,3.427008722,0.207858222,0.835339671,0.957330323,
tub,702.4668468,0.366697623,1.781216984,0.205869148,0.836893125,0.958112787,
Wsck,1746.424004,0.331728309,1.610991894,0.205915567,0.836856865,0.958112787,
RabX6,184.2916893,0.309890402,1.505641851,0.205819466,0.836931935,0.958112787,
kst,115.6640192,0.422305364,2.045052531,0.206500986,0.836399595,0.958112787,
CG3776,1197.089368,0.334086778,1.620441882,0.20617017,0.836657988,0.958112787,
lncRNA:CR43264,759.1412753,0.203436235,0.988926852,0.205714138,0.837014214,0.958112787,
ric8a,309.251459,0.476052577,2.325642028,0.204697271,0.837808653,0.958292454,
CG31650,225.0696854,0.369565462,1.804075328,0.20485035,0.837689048,0.958292454,
Art8,5.47990418,0.690026602,3.367404242,0.204913504,0.837639705,0.958292454,
Ada1-1,21.26308114,-0.447317028,2.182858728,-0.204922574,0.837632618,0.958292454,
PKD,211.0938469,0.31470638,1.539177171,0.204464038,0.837990892,0.958294232,
CG34132,1129.4554,-0.095983558,0.469845804,-0.204287358,0.838128949,0.958294232,
cnk,67.2983823,-0.566083456,2.781769822,-0.203497591,0.838746129,0.95863533,
Amacr,116.5140248,0.42732515,2.098591044,0.203624785,0.838646723,0.95863533,
crol,635.3334802,0.252160743,1.241377224,0.203129829,0.839033557,0.9587816,
CG5028,1735.299252,0.159087697,0.78645033,0.202285752,0.839693338,0.95917098,
snoRNA:CD-24,7.895991879,-0.758285579,3.746963795,-0.20237334,0.839624868,0.95917098,
CG12091,1833.010242,0.287335356,1.425681665,0.201542436,0.840274451,0.959348387,
shrb,688.9656816,0.298076241,1.47739814,0.201757558,0.840106263,0.959348387,
Cdc42,6804.097834,-0.071288522,0.35383333,-0.201474863,0.840327283,0.959348387,
Aprt,214.8031181,0.525305089,2.615959006,0.200807844,0.840848829,0.959759037,
cmb,18.80289189,-0.626614385,3.12359839,-0.200606578,0.841006214,0.959759037,
Vps16A,273.7160105,0.454900371,2.277995155,0.1996933,0.841720454,0.95986263,
asRNA:CR45350,13.5484442,-0.532270294,2.660495238,-0.200064366,0.841430241,0.95986263,
Ykt6,768.0159424,0.300225625,1.501338659,0.199971954,0.841502515,0.95986263,
CG2975,131.9472397,-0.460547455,2.306496347,-0.199674045,0.841735514,0.95986263,
mthl8,85.48049801,0.715114162,3.622307997,0.19741948,0.843499287,0.959967706,
syd,111.7804542,-0.47872571,2.427804764,-0.197184599,0.843683082,0.959967706,
Prm,66.2653393,0.393374469,1.986571139,0.198016804,0.843031916,0.959967706,
aos,293.1718809,0.345952758,1.741683128,0.198631285,0.842551179,0.959967706,
Cdk12,283.4998388,0.345604036,1.755292189,0.196892596,0.843911588,0.959967706,
RpL31,1404.027178,0.075641135,0.381440315,0.198303986,0.842807233,0.959967706,
CG7137,300.924131,-0.362047258,1.821080337,-0.198809053,0.842412114,0.959967706,
CG3021,257.3787152,-0.324931414,1.647327933,-0.197247559,0.843633815,0.959967706,
prtp,1674.947784,-0.301594185,1.524067429,-0.197887691,0.843132935,0.959967706,
CG1824,255.8710769,0.448092278,2.262101842,0.198086695,0.842977234,0.959967706,
CG9915,692.7020494,-0.446665599,2.27080248,-0.19669945,0.844062741,0.959967706,
Gas41,410.2636869,0.179352254,0.903434218,0.19852276,0.842636079,0.959967706,
CG5973,448.1997596,-0.28444753,1.443776004,-0.197016386,0.843814715,0.959967706,
CG6115,668.6657446,0.105645238,0.533785542,0.197917009,0.843109996,0.959967706,
cert,395.1167976,0.374640196,1.911264994,0.196016878,0.844596956,0.960393626,
LTV1,501.3881996,0.305745154,1.561839459,0.195759655,0.84479829,0.960440937,
Fpps,1114.111696,-0.155628303,0.797807513,-0.19506999,0.845338156,0.960873031,
SLIRP2,97.05156986,-0.352392354,1.8140804,-0.194253989,0.845977011,0.96115663,
CG45050,311.8838807,0.287622518,1.490936006,0.19291406,0.847026274,0.96115663,
CG8176,136.2602738,-0.348234723,1.794628375,-0.194042805,0.846142365,0.96115663,
CG17734,958.0724928,0.165895508,0.858923803,0.193143452,0.846846624,0.96115663,
CG6959,681.795205,0.131980018,0.679628218,0.194194435,0.84602364,0.96115663,
eIF1A,1379.666388,0.202208899,1.047003673,0.193131031,0.846856351,0.96115663,
CG5835,132.2072687,-0.531290972,2.74556686,-0.193508663,0.846560622,0.96115663,
Rme-8,146.8539145,0.513914707,2.662960582,0.192986224,0.846969757,0.96115663,
HP1b,358.5000771,0.344719384,1.780373374,0.193621961,0.846471901,0.96115663,
Mvl,503.6556696,0.394230981,2.048173142,0.192479324,0.847366762,0.961180219,
CG2852,34975.55843,0.075712161,0.393134971,0.192585668,0.84728347,0.961180219,
CG2493,2518.024194,-0.086724315,0.451076228,-0.192260886,0.847537855,0.961192969,
jagn,989.47523,-0.304067772,1.584446049,-0.191907936,0.847814321,0.961233994,
elgi,559.6034817,-0.361395932,1.884168975,-0.19180654,0.847893748,0.961233994,
ana2,139.2327971,-0.570751892,2.984271045,-0.191253369,0.848327093,0.961430134,
SMC2,110.2565473,0.684735241,3.581673064,0.191177483,0.848386544,0.961430134,
Sar1,2859.655237,-0.095141543,0.501865718,-0.189575696,0.849641633,0.961583878,
RpL34a,783.5687121,0.121215879,0.638611341,0.189811661,0.849456718,0.961583878,
CG1927,1018.118374,0.341989124,1.802525598,0.189727749,0.849522475,0.961583878,
FLASH,65.58966945,0.514462437,2.706198964,0.190105179,0.849226712,0.961583878,
asRNA:CR42254,50.84218942,-0.45546425,2.39635789,-0.190065203,0.849258037,0.961583878,
CG31778,108.9148225,-0.353794083,1.865087055,-0.189693067,0.849549654,0.961583878,
CG7115,12.87278405,-0.712891615,3.738448688,-0.190691828,0.848767041,0.961583878,
mRpL45,775.8914879,0.337913554,1.78753212,0.189039151,0.850062132,0.961697761,
CG6175,28.24810649,0.598756133,3.166631597,0.189082978,0.850027782,0.961697761,
Gasp,2478.32629,0.129595054,0.70298414,0.184349897,0.853738973,0.962359228,
Dtd,197.6916512,-0.350910302,1.868512168,-0.187801989,0.851031876,0.962359228,
Surf4,2880.160699,0.144750539,0.778908161,0.185837749,0.852572001,0.962359228,
CG13850,571.7671273,0.285943283,1.543833338,0.185216419,0.853059291,0.962359228,
CG11858,269.5625177,-0.285563645,1.534885592,-0.186048815,0.852406481,0.962359228,
ldbr,144.6478122,-0.566834843,3.044501447,-0.186183141,0.852301144,0.962359228,
RpL14,2787.355516,0.083841077,0.454610168,0.184424112,0.853680755,0.962359228,
Mpcp2,3128.4715,0.100004804,0.533703323,0.187379016,0.851363474,0.962359228,
pwn,367.6955001,-0.297775166,1.607570316,-0.185233058,0.853046241,0.962359228,
Lsm11,55.70450987,-0.69390404,3.728076135,-0.186129257,0.852343399,0.962359228,
CG15107,189.1574428,-0.352912147,1.903222475,-0.185428741,0.852892767,0.962359228,
arm,1227.416956,0.16607937,0.894124783,0.185745181,0.852644596,0.962359228,
Amun,2195.056092,-0.125983075,0.683905478,-0.184211238,0.853847744,0.962359228,
CG32638,159.696924,0.39109315,2.100074155,0.186228257,0.852265765,0.962359228,
Ubr1,55.18944744,0.481175176,2.588658747,0.18587818,0.852540294,0.962359228,
Peritrophin-A,874.5479779,-0.345899595,1.840339937,-0.187954186,0.850912565,0.962359228,
CG11710,148.3295655,0.397673512,2.15224205,0.184771742,0.853408073,0.962359228,
mon2,85.15296038,0.559435799,3.036691566,0.184225426,0.853836613,0.962359228,
ova,201.2311852,-0.354516882,1.912194967,-0.185397874,0.852916976,0.962359228,
CG9253,491.175268,-0.239086367,1.285265064,-0.186021058,0.852428248,0.962359228,
CG13295,116.7366611,-0.494096593,2.685313221,-0.183999613,0.854013759,0.962365954,
twf,1241.841894,-0.164491144,0.897043702,-0.183370268,0.854507503,0.962381273,
Syx7,665.0604415,-0.172492015,0.939861361,-0.183529212,0.854382801,0.962381273,
BCL7-like,420.6348737,-0.345372643,1.879837784,-0.183724705,0.854229427,0.962381273,
mRpS35,798.1511954,-0.149235575,0.816856717,-0.182694922,0.8550374,0.962667906,
CG6769,389.9267203,0.107436846,0.588908661,0.182433802,0.855242301,0.962667906,
Tfb4,222.2857692,-0.336120886,1.841770948,-0.182498745,0.85519134,0.962667906,
CG1074,63.72632668,-0.15831546,0.873326934,-0.181278572,0.856148924,0.963174926,
cue,270.4429102,-0.491617897,2.708309558,-0.181522048,0.855957829,0.963174926,
Rad23,3127.909425,0.190792764,1.052664074,0.181247531,0.856173288,0.963174926,
AIMP3,397.4291839,-0.137337212,0.759812993,-0.180751334,0.856562764,0.963432828,
CG1105,711.6059224,-0.288901163,1.604352715,-0.180073347,0.857094987,0.963444235,
CG11983,2.889374278,0.682950202,3.793958596,0.180009925,0.857144776,0.963444235,
grh,305.7090233,-0.114694173,0.637466127,-0.179921988,0.857213813,0.963444235,
O-fut2,92.3449618,-0.655585985,3.639183275,-0.18014646,0.857037589,0.963444235,
CG30440,1174.700968,0.265506107,1.477862812,0.179655449,0.857423071,0.963499332,
Dyb,98.26109717,0.478072156,2.666418747,0.179293727,0.857707072,0.963638383,
CG42514,193.6509052,-0.427506377,2.392234363,-0.178705893,0.858168642,0.963796796,
CG3803,146.2326585,0.416874379,2.330276063,0.178894847,0.858020269,0.963796796,
Sym,172.7198963,-0.421635247,2.432633397,-0.173324615,0.862396276,0.964733953,
CG11755,28.0179552,-0.512458357,2.941830946,-0.174197079,0.861710581,0.964733953,
Sf3b5,460.2379905,-0.089579125,0.510214482,-0.175571505,0.86063059,0.964733953,
RpL3,4389.077081,-0.087717004,0.495237942,-0.177120929,0.859413403,0.964733953,
vret,207.1876707,0.462733424,2.686736392,0.172228815,0.863257645,0.964733953,
CG5938,540.4858541,-0.323119277,1.86972475,-0.172816495,0.862795671,0.964733953,
CG1907,538.4571627,-0.14581261,0.834730652,-0.174682228,0.861329333,0.964733953,
Atac3,303.3398536,0.32543066,1.863556447,0.174628818,0.861371303,0.964733953,
form3,228.6680314,-0.314476163,1.776216197,-0.177048359,0.859470404,0.964733953,
AdenoK,422.2278097,-0.216767341,1.25508668,-0.172711052,0.862878556,0.964733953,
CG14074,42.40422641,0.508977205,2.948378411,0.172629539,0.862942632,0.964733953,
CG2906,259.2622159,-0.277578607,1.586644895,-0.174946901,0.861121357,0.964733953,
Pkn,115.6724012,0.361668486,2.073037986,0.174463029,0.861501584,0.964733953,
lncRNA:CR44458,25.83450962,-0.643999749,3.731663688,-0.172577114,0.862983843,0.964733953,
Smyd3,275.8714534,0.322224539,1.833482353,0.175744554,0.860494631,0.964733953,
pot,306.9481245,0.271923101,1.565411981,0.173707052,0.862095695,0.964733953,
drd,86.61869866,-0.356128288,2.048170649,-0.173876278,0.861962696,0.964733953,
CG9095,191.4696574,-0.380345011,2.154122431,-0.176566107,0.859849219,0.964733953,
scu,2835.804084,0.056031629,0.31859261,0.175872344,0.860394233,0.964733953,
Tak1,107.5538492,0.618986892,3.591212433,0.172361536,0.863153309,0.964733953,
colt,584.3104677,-0.112954149,0.648763673,-0.174106772,0.861781552,0.964733953,
Rca1,368.917099,0.253417073,1.465499861,0.172921936,0.862712789,0.964733953,
Pka-C1,814.6724355,0.147437085,0.854765792,0.172488284,0.863053671,0.964733953,
Vha68-1,4.082638164,0.441802285,2.566671922,0.172130408,0.863335007,0.964733953,
GCS2beta,2058.140658,-0.200229563,1.159133795,-0.172740683,0.862855264,0.964733953,
His2B:CG33868,4.368792914,-0.640786423,3.674095655,-0.174406571,0.861545951,0.964733953,
pho,935.132663,-0.28058745,1.600981303,-0.175259667,0.860875602,0.964733953,
Lk6,425.2686607,-0.132337875,0.77082617,-0.171683163,0.863686623,0.964768282,
CG42495,65.09803985,-0.473999312,2.759449052,-0.17177317,0.863615859,0.964768282,
blp,273.648428,0.302290242,1.784462072,0.169401326,0.86548098,0.964933927,
CG5745,254.1759865,-0.257945925,1.529585582,-0.168637786,0.866081558,0.964933927,
Qsox2,17.59574298,0.52827923,3.114588328,0.169614464,0.865313347,0.964933927,
CG1309,348.510029,0.383934088,2.274827031,0.168775069,0.865973569,0.964933927,
vito,237.9481096,0.263737115,1.558954693,0.169175613,0.865658512,0.964933927,
Oseg1,157.0362135,0.370476707,2.186451642,0.169441985,0.865449001,0.964933927,
Ilk,959.5902084,0.22523594,1.329414253,0.169424947,0.865462402,0.964933927,
vtd,510.0235045,0.238483969,1.408883782,0.169271569,0.865583038,0.964933927,
CSN4,1650.447448,0.125657293,0.741699489,0.169418065,0.865467815,0.964933927,
jub,177.3095555,-0.465374579,2.747076065,-0.169407242,0.865476328,0.964933927,
Arpc4,1810.56211,-0.058961448,0.348039982,-0.169409986,0.86547417,0.964933927,
CG13096,1766.176697,-0.16233112,0.949718593,-0.170925494,0.86428235,0.964933927,
BicD,244.9501456,0.237316518,1.406024261,0.168785508,0.865965358,0.964933927,
Nak,20.19297034,-0.582666895,3.434658384,-0.169643333,0.865290642,0.964933927,
Urm1,47.84861419,-0.33010326,1.970622225,-0.167512198,0.866967051,0.965205124,
UGP,1215.749528,-0.263992378,1.57443332,-0.167674537,0.866839329,0.965205124,
nes,862.2315362,0.30561848,1.822961429,0.16764945,0.866859067,0.965205124,
Rpt4,2386.19339,0.131073445,0.781377981,0.167746529,0.86678269,0.965205124,
Cht2,1865.823778,0.303903572,1.81962347,0.167014537,0.86735861,0.965462296,
lncRNA:CR46102,17.89583425,-0.622304142,3.734628097,-0.16663082,0.867660542,0.965619626,
cin,761.8785625,0.258141641,1.557643813,0.165725719,0.868372805,0.966233471,
CCAP-R,35.57036234,-0.404006494,2.449472905,-0.164936094,0.868994282,0.966567262,
Rnf146,123.418468,-0.461944444,2.800455177,-0.164953343,0.868980706,0.966567262,
CG5104,825.2516896,0.244876265,1.490883245,0.164249123,0.869535032,0.966811048,
mRpS17,420.2466527,0.289617781,1.763029581,0.164272786,0.869516404,0.966811048,
CG9650,8.684301361,0.515753344,3.160379784,0.16319347,0.870366107,0.967556185,
RpL37a,5783.262514,0.044413869,0.273229702,0.162551396,0.870871659,0.967770092,
rux,56.73883725,0.471581012,2.901318047,0.162540268,0.870880421,0.967770092,
Arl2,323.1881563,-0.213934719,1.33054355,-0.160787461,0.872260801,0.967780057,
beag,358.4393975,0.306395329,1.917191211,0.159814695,0.873027048,0.967780057,
Calr,74645.05235,-0.067733288,0.42549232,-0.159188038,0.873520728,0.967780057,
CG9467,117.9761662,-0.361231927,2.261957723,-0.159698797,0.873118349,0.967780057,
Lkb1,261.2538453,-0.347043993,2.175275743,-0.15954023,0.873243265,0.967780057,
Slimp,278.2708841,0.415293169,2.617139184,0.15868211,0.873919333,0.967780057,
CG12104,437.9685849,0.279576263,1.762259369,0.15864649,0.873947399,0.967780057,
Atg18a,1158.536485,0.111491624,0.696121019,0.160161267,0.87275404,0.967780057,
HipHop,204.8765643,0.24256776,1.524996399,0.159061202,0.873620656,0.967780057,
CG3618,113.7337651,0.377862312,2.340067771,0.161474944,0.871719344,0.967780057,
Ggamma1,2765.667461,-0.053979614,0.339584431,-0.158957859,0.873702075,0.967780057,
Arc1,46.97229476,0.332595224,2.087705733,0.159311352,0.873423577,0.967780057,
CG10321,327.3610488,0.421678971,2.6321073,0.160205844,0.872718926,0.967780057,
CG3500,244.4646647,-0.292698844,1.831471157,-0.159816246,0.873025826,0.967780057,
Moe,6162.43113,-0.048304611,0.301943586,-0.159978928,0.872897674,0.967780057,
Gbeta13F,4426.388627,0.099226401,0.623840686,0.159057278,0.873623747,0.967780057,
U2af38,1155.2434,-0.234765433,1.461181233,-0.160668251,0.872354696,0.967780057,
Vha68-2,3788.508197,-0.078065062,0.480926966,-0.162322074,0.871052233,0.967780057,
glu,145.6807875,0.361427071,2.256137031,0.160197305,0.872725653,0.967780057,
Cht6,989.7752336,0.164312614,1.038823019,0.158171903,0.874321343,0.967837672,
spri,406.865421,-0.249991573,1.58042471,-0.158179995,0.874314967,0.967837672,
GNBP3,77.45619188,0.372605701,2.369197197,0.157270869,0.875031378,0.967910904,
lncRNA:CR43461,38.78008232,-0.457261538,2.904784974,-0.157416656,0.874916487,0.967910904,
Slh,315.2490806,-0.416896357,2.646078828,-0.157552508,0.874809429,0.967910904,
CG10650,790.1566824,0.263666303,1.672902555,0.157610079,0.874764061,0.967910904,
SelR,500.1829462,-0.235699711,1.508350419,-0.156263232,0.875825537,0.968021203,
Sccpdh2,534.5338265,0.280284209,1.798103358,0.155877696,0.876129426,0.968021203,
Mekk1,40.89308742,0.279666615,1.796020814,0.155714574,0.876258009,0.968021203,
calypso,421.5756227,-0.250066299,1.597404277,-0.156545405,0.875603132,0.968021203,
ND-51,1286.065087,-0.140539876,0.901777192,-0.155847672,0.876153093,0.968021203,
Tep2,45.89925637,-0.491703081,3.134559484,-0.15686513,0.875351142,0.968021203,
l(2)34Fd,680.7683249,-0.311139445,1.989921354,-0.156357659,0.87575111,0.968021203,
Ref1,2512.870608,0.102731728,0.663582829,0.154813722,0.876968173,0.968094295,
CG5555,271.7840221,-0.284282859,1.83618046,-0.154822941,0.876960905,0.968094295,
CG7841,346.545862,-0.281080858,1.811583428,-0.155157557,0.876697108,0.968094295,
CR18217,124.9844517,0.285689083,1.842207114,0.155079785,0.876758419,0.968094295,
HP1c,633.1927126,-0.116614913,0.763637915,-0.152709695,0.878627215,0.968888588,
sima,227.8471826,-0.276275567,1.808886145,-0.152732425,0.878609289,0.968888588,
ZnT63C,1052.83658,0.09622786,0.629192502,0.152938663,0.878446646,0.968888588,
kirre,71.523529,-0.308954479,2.02360743,-0.152675106,0.878654493,0.968888588,
fws,383.6780507,0.281463596,1.832931012,0.153559296,0.877957233,0.968888588,
CG10195,251.5579459,0.359051329,2.344147179,0.153169277,0.878264785,0.968888588,
CG5805,99.35872835,-0.353784726,2.329926446,-0.151843732,0.879310189,0.969433841,
CG32795,623.2525586,-0.115564131,0.76335724,-0.151389317,0.879668616,0.969473495,
mRpS25,387.4077269,0.266554197,1.758666435,0.151566091,0.87952918,0.969473495,
stac,279.5082773,-0.302547052,2.019802113,-0.149790442,0.88092995,0.969735122,
blot,198.1224277,-0.26203281,1.74675291,-0.150011377,0.880755639,0.969735122,
CG11456,129.3837039,-0.426215045,2.832820313,-0.150456082,0.880404798,0.969735122,
CG11367,87.29883611,0.398399478,2.660619999,0.149739338,0.880970271,0.969735122,
CG30094,78.9000962,-0.275966452,1.834985022,-0.150391665,0.880455617,0.969735122,
CG8435,550.2628672,-0.268113787,1.793967245,-0.149453,0.881196193,0.969735122,
sbb,422.1191005,-0.189486244,1.267484691,-0.149497856,0.881160801,0.969735122,
Mvd,323.9709369,0.268306094,1.794783246,0.149492199,0.881165264,0.969735122,
CG17187,108.7371986,0.276315304,1.8751454,0.147356735,0.882850453,0.969957934,
CG7970,520.5612553,-0.279420368,1.876307405,-0.148920357,0.881616478,0.969957934,
Srp68,874.16724,-0.127178813,0.858561286,-0.148130151,0.882240055,0.969957934,
CG7656,1001.204746,0.227706724,1.535135109,0.148330087,0.882082272,0.969957934,
CSN3,363.538565,0.294353092,1.994799108,0.147560268,0.882689813,0.969957934,
CG7139,105.8992219,0.279520047,1.896820316,0.147362428,0.88284596,0.969957934,
Smox,757.9304413,0.278148417,1.88010535,0.147942995,0.882387756,0.969957934,
CG18262,41.40832878,-0.46557843,3.140862964,-0.148232647,0.882159168,0.969957934,
CG15141,309.6662435,-0.269984989,1.815930011,-0.148675878,0.881809396,0.969957934,
CG43867,22.24701707,-0.4779604,3.248262046,-0.147143424,0.883018815,0.969965681,
CG42588,52.70642704,-0.546120568,3.728238031,-0.146482216,0.883540728,0.970184514,
nrv2,9245.244103,-0.080531697,0.549264979,-0.146617207,0.883434171,0.970184514,
asRNA:CR45143,40.69313033,-0.275456747,1.886668834,-0.146001641,0.883920093,0.970198658,
CG14777,139.1030607,-0.283332206,1.942591228,-0.145852715,0.88403766,0.970198658,
pelo,740.9637161,-0.191195592,1.310303889,-0.145916984,0.883986924,0.970198658,
sds22,579.3282982,0.172763656,1.188896122,0.145314341,0.884462693,0.970487987,
CG3817,500.5164483,0.224934903,1.558674483,0.144311661,0.885254371,0.970624717,
