,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Label
CG10467,59.69555221,-0.834844735,2.277062884,-0.366632271,NA,NA,
loj,1348.860365,0.578147935,0.431151752,1.340938387,0.179940458,0.494480986,
fmt,297.3447102,1.970657254,1.833460857,1.074829193,0.282451208,0.63420486,
CG10274,100.5216382,0.387815035,2.460914514,0.157589804,0.874780039,0.975005085,
D19B,141.3584999,-0.711094321,3.726150729,-0.19083885,NA,NA,
CG43293,212.8161322,-1.204473177,1.110992175,-1.084141909,0.278301884,0.631534541,
D19A,87.50157758,0.023952615,2.454773576,0.009757566,0.992214712,0.997642054,
Sf3b6,1621.101689,-0.293678492,0.757075231,-0.387911902,0.69808123,0.920646505,
Tnpo,394.7843427,0.9616465,1.822512206,0.527648867,0.597743069,0.873275193,
LanA,30.53231796,-0.091150264,2.701478192,-0.033740885,0.973083776,0.995698309,
Best2,142.3656337,10.47174084,2.697161826,3.882503725,0.000103386,0.001356485,
Ldh,41.0965432,4.819730914,2.522533913,1.910670414,0.056046949,0.230465824,
CG13300,96.4277971,0.313600028,2.003647544,0.156514567,0.875627438,0.975005085,
CG42747,148.319969,2.656950591,2.186491841,1.215166021,NA,NA,
CG10147,45.1170449,7.84511865,3.85829847,2.033310464,NA,NA,
CG8270,216.705515,-0.147804349,2.691691648,-0.054911323,0.956209111,0.99087651,
Vps8,369.5280293,-1.615708699,2.928626352,-0.551695063,0.581157293,0.863802722,
MCU,93.52346315,-1.396444214,3.726983268,-0.374684863,NA,NA,
Rexo5,276.891937,5.575463993,2.026625424,2.751107297,0.005939419,0.041463067,
SP1173,249.7009343,0.349032607,2.314191123,0.150822723,0.880115561,0.976276726,
dikar,96.61578853,-0.244009685,2.834166244,-0.086095756,NA,NA,
velo,929.7494485,0.215569081,1.551790377,0.138916367,0.889516238,0.98000761,
CG8549,187.4987462,1.515085873,2.235804521,0.677646842,0.497995639,0.819049647,
CG10103,686.8431811,-1.467175448,0.911319778,-1.609945799,0.107409689,0.353303947,
vvl,445.6389119,0.799887312,0.85266355,0.938104264,0.348190831,0.703079939,
CG10077,1658.658634,-0.369709041,1.044214601,-0.354054656,0.723297923,0.930927347,
CG9948,426.2459224,-2.289978431,1.10731072,-2.06805406,0.03863494,0.176736847,
CG10075,326.6048116,-0.343381988,0.931537625,-0.368618485,0.712412116,0.926377095,
Surf1,613.9468933,-2.142170523,0.755577687,-2.835142645,0.004580523,0.033782074,
sgl,152.7768793,-1.856434339,1.963886875,-0.945285781,0.344512996,0.701193694,
Mis12,746.7524877,-2.14207681,0.760849593,-2.81537485,0.004872037,0.035687562,
CG9953,1719.694695,-0.116107791,0.563061436,-0.206208032,0.836628414,0.963653353,
Galphai,1130.354229,-0.498336751,1.107281588,-0.45005422,0.652671346,0.899719083,
lncRNA:CR32385,112.8213465,-1.062902286,2.031747909,-0.523146735,0.600872145,0.874471216,
form3,195.5601559,-0.336915025,1.782231576,-0.189041104,0.850060601,0.968934342,
msl-3,29.45229366,7.228162835,3.888641646,1.858788619,0.063057106,0.248303941,
Acbp2,51.79995643,-3.824936722,3.735594734,-1.023916403,0.305874762,0.657860173,
melt,283.6009318,1.183670267,1.136554692,1.041454736,0.29766455,0.64730752,
corn,42.8684082,8.739944726,2.936781154,2.976028607,0.002920076,0.023320935,
BHD,56.031857,7.340708463,2.846577282,2.57878418,0.009914871,0.062397871,
RpL18,2083.807338,-0.601581061,0.414076485,-1.452825945,0.146272086,0.432116193,
Neos,302.5032634,-0.915915388,2.30610421,-0.397169991,0.69124211,0.916661408,
mRpL50,302.2493568,1.543716589,1.767036033,0.873619191,0.382325672,0.733165021,
Cdc27,26.56706965,3.895670536,3.756639123,1.03700952,0.29973142,0.650118557,
MED4,920.8786635,-1.785036506,0.821326697,-2.173357463,0.029753424,0.147711676,
CG14830,66.82074732,1.7472761,1.70306054,1.025962413,0.304909302,0.657467672,
CG8607,103.0891216,-3.687314081,2.656787209,-1.387884611,0.165172185,0.467669606,
RhoGEF4,247.0147559,0.033715272,3.389688098,0.009946423,0.992064033,0.997642054,
Rint1,127.9961048,2.720823349,2.520856565,1.079324935,0.280442901,0.633285967,
mrva,213.0340323,3.098694973,1.818295942,1.704175267,0.088348348,0.310036771,
eco,124.3106544,10.27613652,2.393451488,4.293438398,1.76E-05,0.000302455,
lark,1573.317793,0.235937774,0.714790724,0.330079513,0.741339883,0.934504789,
Cln7,216.7343282,1.975660272,1.906608604,1.036217013,0.300100912,0.650679881,
Srp19,242.4689161,3.117519219,1.416056778,2.201549591,0.02769714,0.140227209,
qm,95.93272155,8.937906227,1.994081605,4.482216878,7.39E-06,0.000144739,
CTCF,114.8993124,1.740334307,2.797303399,0.622147139,0.533845121,0.842852974,
pst,355.3160078,1.031737052,1.51991098,0.678814132,0.497255639,0.819049647,
Sec63,328.5957327,1.162961857,1.069383146,1.087507187,0.276812724,0.630905464,
Sh3beta,2795.523885,-0.462031107,0.673732975,-0.685777785,0.492853247,0.8170229,
akirin,1341.99979,0.298825855,1.170608245,0.255274005,0.798511476,0.953800133,
SMSr,377.17059,1.139067011,2.074890286,0.548976984,NA,NA,
smid,974.3038366,1.436156768,1.755143628,0.818255979,0.413211037,0.759300288,
CG8560,145.8595348,0.408851972,2.066939286,0.197805506,0.843197238,0.966534564,
Rac2,295.874745,1.931298495,1.792871892,1.077209422,0.281386717,0.63420486,
CG7546,69.59130494,4.365080085,2.519827267,1.732293377,0.083221341,0.298369703,
lqf,495.6481796,1.630132894,1.182100575,1.379013705,0.167890528,0.473257954,
Pura,316.3293723,1.140035529,1.880428378,0.606263733,0.544339637,0.846873687,
Urm1,59.48943006,0.659341436,2.10750581,0.312853911,0.754391654,0.940469596,
CG7506,469.3281895,-1.868993071,0.894665946,-2.089040138,0.03670411,0.170685728,
CG7492,161.0839654,2.632992817,2.467904427,1.066894158,0.286019633,0.63762676,
Ank2,54.48633294,9.085907606,3.239480549,2.80474214,0.005035685,0.0364529,
Snmp2,38.82321894,6.815461662,2.613056208,2.608233853,0.009101075,0.05840188,
Hn,11.11210355,6.792413625,3.909575294,1.7373789,0.082320313,0.296033095,
CG32369,22.21170508,7.791304946,3.427880012,2.272922307,0.023030862,0.121521911,
Pdp1,250.0993348,-1.09427307,1.130394221,-0.968045527,0.333021633,0.687807856,
CG32365,22.78682787,7.828125632,3.654003918,2.142341882,0.032165981,0.156128518,
pbl,142.0481642,-3.845457987,3.584122413,-1.072914801,NA,NA,
CG8281,146.0893007,-0.668160747,1.976568064,-0.338040849,0.735332405,0.933655325,
CG8111,583.5173197,-1.260574423,1.848167617,-0.682067152,0.49519649,0.81813009,
syd,74.01446462,-1.75169905,3.727784567,-0.469903509,NA,NA,
Srp9,893.7237829,-0.85718493,0.896402545,-0.956249996,0.338945946,0.693742539,
RNaseX25,190.782524,10.89398534,1.859697498,5.857934072,4.69E-09,2.42E-07,
CG8042,114.2121876,9.189959364,2.036828204,4.511897148,6.43E-06,0.000128457,
HP4,642.5517975,-2.096036093,0.834992335,-2.510245908,0.012064711,0.073260716,
CG8209,402.7185584,-0.199847637,0.6759038,-0.295674676,0.767478539,0.94555415,
CG8038,1009.085705,-1.212188704,0.643301395,-1.884324693,0.059521069,0.239592913,
nmo,228.6305773,3.063848336,1.810263004,1.692487959,0.090552974,0.314952888,
bip1,82.02844155,1.12972608,2.210573847,0.511055571,0.609312145,0.878781009,
Ect4,408.8862583,0.41850438,1.355900706,0.30865415,0.757584625,0.941156702,
Nulp1,557.5403398,2.236919522,1.348680357,1.658598726,0.097196679,0.329862631,
Arp3,5172.351021,0.242122082,0.419352444,0.577371338,0.563688632,0.8557236,
msk,3672.551042,1.951473222,0.451412724,4.323035476,1.54E-05,0.000272472,
ldbr,167.6985052,0.331237615,2.658448187,0.124598108,0.900841726,0.982190729,
CG7550,109.011647,-1.666690844,2.362391506,-0.705510005,0.480492908,0.811824464,
mRpL36,873.3385938,-1.431617279,0.51670612,-2.770660583,0.005594271,0.039552568,
Uba2,401.8900391,2.424674505,2.11294099,1.147535363,0.251160427,0.595530854,
Cds,143.5538597,1.071204658,2.143446384,0.499758084,0.617245428,0.885183686,
CG7504,42.35507037,7.755018298,3.536156218,2.193064395,0.02830274,0.142434507,
mus301,138.4637977,-0.443580262,3.551166749,-0.124911133,0.900593905,0.982190729,
CG13676,1366.554232,1.772995843,1.635129669,1.084315132,0.278225098,0.631534541,
CG42445,316.1842662,-0.416693294,1.667677455,-0.249864441,0.802692183,0.955730152,
RecQ4,802.5223868,-2.143694276,0.967548989,-2.215592493,0.026719423,0.13621576,
Nmt,771.5787159,2.10090227,1.897205198,1.107366916,0.268135324,0.618383782,
Uxs,145.1681698,2.269850348,2.593473989,0.875216161,0.381456301,0.732392713,
ERR,22.48127673,6.836118988,3.908164927,1.749188971,0.08025836,0.292291598,
Atg18a,906.5465786,-0.209108792,0.525683466,-0.397784609,0.690788964,0.916581835,
MED24,116.4341805,9.217366547,1.81792795,5.070259549,3.97E-07,1.19E-05,
UbcE2M,1027.494118,-1.005702819,0.627003961,-1.603981603,0.108718108,0.356013949,
CG8005,97.96711363,0.988232864,2.041491103,0.484074049,0.628333318,0.890670037,
tut,16.12565784,6.353183851,3.908721488,1.625386682,0.104080192,0.346815968,
CG13674,5.888680428,-0.219831056,2.293787591,-0.095837582,0.923649569,0.983898352,
CG13678,1369.767382,-1.409141832,0.570615852,-2.469510489,0.013529805,0.08030998,
Dscam4,10.63889267,0.799216313,3.742899312,0.21352867,0.830914629,0.960492718,
cert,294.0636458,-0.077796487,2.644637144,-0.029416696,0.976532257,0.995898903,
Rab19,114.13309,4.343300591,1.92227484,2.25945869,0.023854867,0.124960114,
Arl5,442.0875677,-1.339047119,0.79020112,-1.694564946,0.090157982,0.314323023,
CG13671,382.5979443,0.60549917,2.174556523,0.278447198,NA,NA,
Sbp2,428.6451827,-0.847163895,1.848888092,-0.458201824,0.64680745,0.898365326,
BI-1,3728.338592,-0.294185026,0.353426488,-0.832379676,0.40519467,0.754031194,
Cpsf6,280.3648621,1.547571904,0.977165729,1.583735346,0.113253958,0.366982781,
Pex2,209.0419208,-1.481481196,2.052842932,-0.721672941,0.470495582,0.803245144,
DNApol-alpha50,69.95934787,3.747244205,2.957147687,1.267181961,0.205090234,0.53141714,
CG7083,198.2365277,0.807826717,2.712250689,0.297843677,0.765822477,0.944701893,
CG7182,522.5321213,0.404491333,2.001896109,0.202054108,NA,NA,
GAPcenA,36.1937277,8.495749837,3.278604075,2.591270444,0.009562231,0.060633005,
Idh,1470.372899,0.868881945,1.34154543,0.647672397,0.517196861,0.833285893,
CG13667,111.4886635,9.155039544,3.043314412,3.008246374,0.0026276,0.021303495,
Oseg1,68.3692579,-2.852766802,3.325693756,-0.857796,NA,NA,
Exo70,79.6826421,9.634424662,2.241589288,4.298032969,1.72E-05,0.000300893,
Cbl,471.7795221,2.226974123,1.661489331,1.340348133,0.18013219,0.494480986,
Unr,1090.766555,0.479926096,0.703959404,0.681752519,0.495395452,0.818188949,
CG6983,47.34630336,0.865854842,2.561306015,0.338052086,0.735323937,0.933655325,
Gug,162.6039859,0.665212147,1.932858352,0.344159802,0.730726111,0.933602614,
CG43163,62.1422231,3.639730424,2.856495508,1.274194346,0.202594549,0.528796961,
ZC3H3,538.3222841,-0.701135728,0.992518954,-0.706420492,0.479926681,0.811567615,
Pus7,230.8717551,-1.530047152,2.820923847,-0.542392222,0.587548337,0.867740986,
CG6683,111.9428684,-5.356858385,3.529912398,-1.517561282,NA,NA,
GstO3,911.2934982,0.915327325,0.751912592,1.217332086,0.223477891,0.556331687,
GstO2,189.7948343,0.35600873,2.628163983,0.135459101,NA,NA,
GstO1,230.9193595,0.165466697,2.672103595,0.061923758,0.950623547,0.990211804,
foi,227.8244701,1.685724613,1.853794196,0.909337518,0.363171992,0.718278927,
ergic53,2090.653582,0.405312568,1.203272984,0.336841742,0.736236205,0.933655325,
rhea,377.0878844,2.488150998,2.410781926,1.032092937,0.302028582,0.652932699,
CG6638,947.4153076,-1.457224589,0.995640473,-1.463605216,0.143301847,0.426495319,
Nelf-E,540.7529801,-0.846571933,1.592472615,-0.531608472,0.594997196,0.872395718,
RpL14,2512.242587,0.180675438,0.475160519,0.380240848,0.70376664,0.922343753,
CG5989,368.1062236,-0.240895824,1.856576861,-0.12975268,0.896762102,0.982154841,
GAPsec,123.6562947,1.440508096,3.508439035,0.410583762,0.681377773,0.913053318,
Zasp66,1596.246519,-0.642295745,1.081730905,-0.593766659,0.552668192,0.850414563,
Cdc6,21.18288435,2.790471905,3.097858636,0.900774449,0.367708256,0.723885738,
h,477.7504051,2.890682323,1.590565612,1.817392694,0.069157006,0.264135724,
SrpRbeta,1732.855964,0.81877506,0.463400089,1.76688585,0.077247347,0.28514065,
CG32022,144.3789996,2.35973536,2.094737824,1.126506302,0.259951275,0.609002156,
CG6511,40.75611599,8.667229357,3.374089829,2.568760702,0.010206291,0.063626634,
Prm,113.2761285,1.837358106,2.841310811,0.646658612,0.517852915,0.833956009,
Fhos,3.903860691,5.282130909,3.914765231,1.349284209,0.177245696,0.490051834,
dally,341.8570206,4.964986784,0.844072293,5.882181922,4.05E-09,2.11E-07,dally
Mcm7,49.04875341,3.624491099,2.645137162,1.370246939,0.17060983,0.478228223,
Tsp66E,84.16942443,1.659917541,3.075612132,0.539703145,0.589401771,0.868460849,
orb2,31.29845047,-1.064025036,3.730600223,-0.285215508,NA,NA,
GNBP3,244.9614146,2.860760224,1.481863197,1.930515739,0.053542967,0.222893456,
mRpL12,381.1252697,0.10051206,1.775742286,0.056602842,0.954861571,0.990468523,
ValRS-m,220.8103357,-2.244354646,3.054012553,-0.734887171,NA,NA,
CG5021,302.6676355,1.154352444,1.719571672,0.671302315,0.50202796,0.820719637,
CG5026,263.6154894,3.962994101,1.94554857,2.036954596,0.041654592,0.18647806,
pix,1241.283396,1.948662549,1.396275276,1.395614878,0.1628305,0.463068009,
Srp68,624.1259166,-0.84549876,1.045687348,-0.808557894,0.418769492,0.763456608,
Galk,10.51343164,4.898260125,3.762572743,1.301837987,0.192971775,0.513422862,
CG5068,395.3200009,-0.058926151,2.056075601,-0.028659526,0.977136137,0.995898903,
smg,120.9666032,-2.137194774,2.416482068,-0.884424015,0.376467364,0.729667985,
CG5087,131.016471,4.567685549,2.328700984,1.96147362,0.049823799,0.211607148,
Argk,8053.131209,1.020840368,0.525775246,1.941590775,0.052186661,0.219109422,
CG4911,148.0036337,4.883430248,2.281532539,2.140416656,0.03232111,0.156458841,
CG4942,109.1594252,1.795784657,2.270089829,0.791063258,0.428907078,0.77295647,
CG13315,525.3752219,-12.99753275,1.941145912,-6.695804098,2.14E-11,2.74E-09,
Dhpr,1163.062983,0.601423859,0.585590384,1.027038482,0.304402344,0.656936341,
Use1,384.6908031,-2.36378611,1.123902049,-2.103195836,0.035448654,0.166499275,
PGRP-LA,172.5224843,-7.819079243,2.434602766,-3.211644771,0.001319775,0.012027341,
PGRP-LC,37.31693517,6.733737042,2.108394209,3.193775155,0.001404254,0.012698781,
UGP,941.3698325,-0.702497182,1.520951804,-0.461879976,0.644167395,0.897254963,
CG32039,139.8475767,-0.946797937,1.589712664,-0.59557803,0.551457157,0.850122792,
Pdxk,2039.501176,-0.819418199,0.475883879,-1.72188686,0.085090016,0.302664558,
Klp67A,87.59801421,-3.272362607,3.654765092,-0.895368792,NA,NA,
mRRF1,202.0050829,-0.191821094,1.633309371,-0.117443209,0.906508845,0.982806814,
CG4452,83.07192294,1.264736217,2.071933931,0.610413391,NA,NA,
Fdx1,112.3693652,3.702290614,2.49532187,1.483692608,0.137890488,0.415818697,
Hsp26,1304.251481,0.409651034,1.065814509,0.384354905,NA,NA,
Hsp67Ba,11.26366815,2.126890815,3.589857976,0.592472134,0.553534476,0.851301844,
asRNA:CR43481,27.31495522,2.610593304,3.038780402,0.859092451,0.390289512,0.739989335,
Hsp23,9632.453094,0.833490007,0.450868178,1.848633476,0.064510756,0.252083915,
Hsp27,8555.841742,0.79436242,0.521617533,1.522882897,0.127788005,0.395335735,
CG4080,27.64781172,7.137224432,3.152054005,2.264309057,0.023555113,0.12362228,
eIF4E1,3114.240825,-0.234225812,0.440428302,-0.531813716,0.594855022,0.872395718,
CG4022,156.8878654,0.601908692,2.730120338,0.220469656,0.825505402,0.96033788,
Cpsf5,431.5122147,0.754061716,1.752921044,0.430174376,0.6670688,0.906721799,
Shc,549.4767972,1.45140186,1.58767604,0.914167515,0.360628831,0.716939193,
RpS17,7846.323366,-1.00764779,0.474453306,-2.123808132,0.033686191,0.161375248,
MTF-1,87.60490907,9.771190489,2.502824546,3.904065311,9.46E-05,0.001252255,
CG42526,152.5786684,-1.012441813,2.75417807,-0.367602162,0.713169902,0.926377095,
Bet3,145.7606983,0.196749105,1.914267409,0.102780366,0.918137288,0.983552725,
Nf-YA,134.5203809,10.39003285,1.95434752,5.31636914,1.06E-07,4.01E-06,
CG3529,121.9493614,10.24835026,2.072099783,4.945876809,7.58E-07,2.06E-05,
CG3448,64.02537769,-0.053864104,3.727565213,-0.014450211,0.988470801,0.997642054,
ghi,740.1630701,-0.940467058,0.919737572,-1.022538479,0.30652611,0.658563419,
phol,152.626862,0.013964195,1.990775128,0.007014451,0.994403324,0.99875273,
CG3552,79.32290863,-0.813429904,2.547706509,-0.319279282,NA,NA,
CG3437,24.17904943,-0.652318414,3.323767314,-0.196258749,0.844407647,0.967152796,
CG3434,153.3579126,2.077374528,2.408239958,0.862611103,0.388351323,0.738508275,
CG44838,87.03241666,1.828125146,2.789928609,0.655258755,0.512301171,0.828952381,
Uch-L5,2451.925943,-0.797549745,0.495518301,-1.609526316,0.107501306,0.353407536,
Jarid2,681.2037824,-0.93227365,0.973933357,-0.9572253,0.33845355,0.693386222,
pall,227.5585345,-0.012077655,2.026087218,-0.005961073,0.99524378,0.99875273,
path,1894.884643,-0.949265592,0.828448136,-1.145835872,0.25186307,0.59647507,
CG3408,1034.637195,-0.482818213,0.754680882,-0.639764733,0.522325563,0.837613033,
RpS9,1875.917033,-0.988390649,0.611896837,-1.615289686,0.106247976,0.351131406,
CG42673,296.1429335,11.52837805,1.652765815,6.975203593,3.05E-12,4.99E-10,
LanB2,228.7353894,3.238108202,1.800861123,1.798088792,0.072162938,0.27190625,
CG3335,380.7281141,0.06939968,2.251078493,0.030829525,NA,NA,
CG8336,719.9904063,-1.227022955,0.976570177,-1.256461629,0.20894865,0.536851194,
fry,57.52972462,0.283123283,2.609302249,0.108505361,NA,NA,
CG16717,290.8457183,0.304639001,2.307764855,0.132006084,0.89497948,0.9814719,
CG6767,1520.134257,-0.31999323,0.625645002,-0.511461339,0.609028053,0.878710579,
Ubc4,965.414093,-0.580735486,0.6158123,-0.943039765,0.345660564,0.702398839,
CG16711,10.58739837,0.019541771,3.740786069,0.005223974,0.99583189,0.99875273,
SH3PX1,791.112779,-0.037695284,0.627863193,-0.060037416,0.952125835,0.990468523,
vsg,1207.434234,0.519286032,1.276869,0.406687007,0.684237884,0.914568095,
CG18178,635.6232855,0.073994129,1.459220443,0.050707985,0.959558213,0.991437489,
nbs,85.18660808,2.926491905,2.986105197,0.98003644,0.327068132,0.683193489,
defl,50.56281699,8.978193712,3.1633306,2.838209105,0.004536745,0.033585627,
Naa60,226.5529863,-0.348081783,2.282219323,-0.152518988,NA,NA,
ATPsynB,3626.188732,-1.47888694,0.509559766,-2.902283577,0.00370453,0.028410162,
CG6749,3.495243557,-1.836695329,3.785974354,-0.485131477,0.627583085,0.89043277,
CG42268,63.04992722,-6.308502687,3.482435713,-1.811520214,0.070060363,0.266202206,
CG8177,9.013326952,6.489794017,3.910230917,1.659695848,0.096975655,0.329302658,
CG43897,34.57802897,3.54130253,3.744592073,0.945711165,NA,NA,
I-2,382.4171697,0.280685637,1.766058061,0.158933414,0.873721335,0.975005085,
Cdk8,123.2512842,9.299826036,1.979178134,4.698832247,2.62E-06,5.89E-05,
RasGAP1,120.4148248,10.23012066,2.273895329,4.498940885,6.83E-06,0.000135617,
CG10809,182.8889839,2.675975535,2.105607458,1.270880536,0.203771152,0.529778549,
iPLA2-VIA,323.425391,0.161154186,2.457573278,0.065574519,0.947716576,0.990211804,
CG8108,829.3211254,-0.234544211,0.69238852,-0.338746533,0.734800682,0.933655325,
Taf2,144.4727888,4.29172742,2.333155275,1.839452121,0.065848714,0.25575218,
CalpB,131.4746967,6.005330297,2.136423883,2.810926401,0.004939908,0.035936611,
CG6707,1442.295793,0.466381002,1.152505992,0.404666878,0.685722392,0.914713278,
CG46387,7.868944389,2.287067166,3.767821727,0.606999835,0.543851022,0.846873687,
